Stock Ticker,Market Cap,Stock Price,Sector,Industry
CTNM,417531602.07,11.39,N/A,PHARMACEUTICAL PREPARATIONS
SRTA,415422990.05999994,4.93,N/A,SERVICES-HEALTH SERVICES
CCSI,414706010.5,21.72,N/A,SERVICES-PREPACKAGED SOFTWARE
DMAC,414536414.44,7.93,N/A,PHARMACEUTICAL PREPARATIONS
AMCX,414374840.88,9.25,N/A,CABLE & OTHER PAY TELEVISION SERVICES
BCAR,413236000.0,10.05,N/A,BLANK CHECKS
KOPN,412681667.58,2.49,N/A,SEMICONDUCTORS & RELATED DEVICES
AENT,411735549.6,8.01,N/A,"WHOLESALE-DURABLE GOODS, NEC"
PUBM,411699293.73999995,8.59,N/A,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
LTBR,409173712.32,14.11,N/A,INDUSTRIAL INORGANIC CHEMICALS
ATEX,408583923.74999994,22.23,N/A,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)
FRBA,408381159.20000005,16.16,N/A,
KMDA,407232025.4,7.03,N/A,
CLPT,406956853.44,14.03,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
GBLI,406513814.52,28.74,N/A,"FIRE, MARINE & CASUALTY INSURANCE"
KFII,405907660.4,10.33,N/A,BLANK CHECKS
CLFD,403409648.4,29.49,N/A,TELEPHONE & TELEGRAPH APPARATUS
BMBL,402478140.75,3.62,N/A,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
LSAK,401092123.22999996,4.59,N/A,"FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC"
WILC,400714444.7,28.7,N/A,
ULH,399953581.02,15.4,N/A,TRUCKING (NO LOCAL)
VSTA,398010120.75,4.925,N/A,
CERS,395700252.06,1.97,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
WEST,394077383.70000005,4.07,N/A,BEVERAGES
NPAC,393889864.5,10.28,N/A,BLANK CHECKS
EVGO,393381753.03000003,3.08,N/A,"SERVICES-AUTOMOTIVE REPAIR, SERVICES & PARKING"
TRDA,392893704.96,10.05,N/A,PHARMACEUTICAL PREPARATIONS
PDLB,392418393.75000006,16.1,N/A,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
AFJK,391852129.33000004,75.86,N/A,BLANK CHECKS
PERI,391797551.84,9.35,N/A,
TROO,390912531.20000005,3.55,N/A,BLANK CHECKS
TECX,390421600.8,20.91,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
CGC,390103389.84,1.19,N/A,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS
CCIX,389722375.0,10.61,N/A,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
TTGT,389652692.40000004,5.17,N/A,TELEGRAPH & OTHER MESSAGE COMMUNICATIONS
BRCB,388895557.0,22.31,N/A,RETAIL-EATING & DRINKING PLACES
CVGW,388309775.25,21.8,N/A,
BSVN,387399922.2,41.38,N/A,STATE COMMERCIAL BANKS
GPAT,384171875.0,10.67,N/A,BLANK CHECKS
ALF,382734375.0,10.64,N/A,BLANK CHECKS
NATH,382655450.7,91.985,N/A,RETAIL-EATING PLACES
ESEA,382561015.2,54.22,N/A,
EPRX,382394899.05,7.57,N/A,
MBAV,382015625.0,10.63,N/A,BLANK CHECKS
OBT,381620427.0,28.38,N/A,STATE COMMERCIAL BANKS
BYRN,381561396.84999996,16.72,N/A,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES"
TACO,380440125.0,10.17,N/A,BLANK CHECKS
RCKT,379860020.28,3.46,N/A,PHARMACEUTICAL PREPARATIONS
RDAG,379687500.0,0.0,N/A,BLANK CHECKS
WENN,378939375.0,10.1,N/A,BLANK CHECKS
GCBC,378506386.44,21.76,N/A,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED"
NATR,377554249.53999996,20.97,N/A,PHARMACEUTICAL PREPARATIONS
ALT,376676009.84999996,3.51,N/A,PHARMACEUTICAL PREPARATIONS
TLS,376147077.9,4.96,N/A,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
WTBA,375916019.15000004,21.77,N/A,STATE COMMERCIAL BANKS
BYND,371927548.41999996,0.8814,N/A,FOOD AND KINDRED PRODUCTS
NEXN,371135987.88,6.32,N/A,
LWAY,368992927.49,22.8,N/A,DAIRY PRODUCTS
SLP,367235401.72,18.11,N/A,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
ISBA,366754800.0,50.3,N/A,STATE COMMERCIAL BANKS
CDRO,365808039.19,8.05,N/A,
NCMI,365003239.63,3.84,N/A,SERVICES-ADVERTISING
BACQ,361889329.76000005,10.74,N/A,BLANK CHECKS
BWFG,360944438.26,45.06,N/A,STATE COMMERCIAL BANKS
VALU,360852819.39,37.25,N/A,INVESTMENT ADVICE
ACTG,360761813.72,3.74,N/A,PATENT OWNERS & LESSORS
GIW,360708643.73,9.89,N/A,BLANK CHECKS
ELVA,359544128.5,7.92,N/A,
CZNC,359063778.41,19.97,N/A,STATE COMMERCIAL BANKS
SDHI,358134640.0,10.225,N/A,BLANK CHECKS
JACK,358094814.8,18.72,N/A,RETAIL-EATING PLACES
CAEP,357816000.0,10.21,N/A,BLANK CHECKS
DCTH,356668551.8,9.95,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
RMNI,355997760.0,3.8,N/A,"SERVICES-BUSINESS SERVICES, NEC"
CCII,355259729.92,10.24,N/A,BLANK CHECKS
CGCT,355177500.0,10.32,N/A,BLANK CHECKS
SSP,354320498.70000005,3.95,N/A,TELEVISION BROADCASTING STATIONS
RLMD,354201394.26,4.37,N/A,PHARMACEUTICAL PREPARATIONS
TACH,353659500.0,10.23,N/A,BLANK CHECKS
DOMO,352361287.56,8.3,N/A,SERVICES-PREPACKAGED SOFTWARE
CD,352247741.09,4.46,N/A,
RBB,351847954.08,20.48,N/A,STATE COMMERCIAL BANKS
TITN,351487416.96,14.96,N/A,"RETAIL-RETAIL STORES, NEC"
GIG,351333329.82,10.54,N/A,BLANK CHECKS
PALI,350627543.5,2.5,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
TOI,350237570.4,3.67,N/A,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE
XFOR,349746752.0,3.89,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
IPCX,349559596.62,10.15,N/A,BLANK CHECKS
FCEL,348955525.53999996,8.17,N/A,ELECTRICAL INDUSTRIAL APPARATUS
TLSI,348750890.78000003,6.1,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
ATNI,347868514.8,22.22,N/A,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)
BDCI,347814136.67,10.02,N/A,BLANK CHECKS
DMAA,347713544.9106,10.38,N/A,BLANK CHECKS
KCHV,347369863.62,10.1501,N/A,BLANK CHECKS
CTRN,346829005.6,41.53,N/A,RETAIL-APPAREL & ACCESSORY STORES
AURA,346092816.05,5.3,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
PHOE,345600000.0,16.24,N/A,
BBCP,345393559.5,6.92,N/A,CONSTRUCTION - SPECIAL TRADE CONTRACTORS
ATGL,344560125.0,20.5,N/A,
CEPT,344330800.0,11.25,N/A,BLANK CHECKS
BLZR,344093750.0,10.04,N/A,BLANK CHECKS
TLNC,343527690.0,10.1,N/A,BLANK CHECKS
ADUR,343463298.08,10.57,N/A,
OYSE,342873067.5,0.0,N/A,BLANK CHECKS
FRST,342803395.35,13.05,N/A,STATE COMMERCIAL BANKS
ARQQ,342462674.91999996,24.54,N/A,
CNCK,342271505.52,2.67,N/A,
ORBS,342248693.95,1.82,N/A,SHORT-TERM BUSINESS CREDIT INSTITUTIONS
FBRX,341609517.45,23.61,N/A,PHARMACEUTICAL PREPARATIONS
LAND,340991521.95,9.13,N/A,REAL ESTATE INVESTMENT TRUSTS
ZURA,340722133.92,5.55,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
FMAO,339898615.68,24.33,N/A,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
HCMA,338682663.32,10.07,N/A,BLANK CHECKS
PBFS,338085773.56,13.31,N/A,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED"
VACH,337438750.0,10.66,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
VELO,337296870.9,16.58,N/A,"SPECIAL INDUSTRY MACHINERY, NEC"
ISSC,336229584.76000005,18.75,N/A,SERVICES-COMPUTER PROGRAMMING SERVICES
ASLE,335485428.21000004,7.22,N/A,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES"
CMRC,334804985.52,4.06,N/A,SERVICES-PREPACKAGED SOFTWARE
USCB,333593291.70000005,18.205,N/A,STATE COMMERCIAL BANKS
BLUW,333418560.0,10.33,N/A,BLANK CHECKS
RTAC,332490942.96,10.66,N/A,BLANK CHECKS
BEAG,331344440.0,10.59,N/A,BLANK CHECKS
TBRG,331248321.02,20.9,N/A,SERVICES-COMPUTER PROGRAMMING SERVICES
AVTX,329312858.88,17.02,N/A,PHARMACEUTICAL PREPARATIONS
XOMA,329266708.77,27.99,N/A,PHARMACEUTICAL PREPARATIONS
MTRX,329056965.9,12.05,N/A,CONSTRUCTION - SPECIAL TRADE CONTRACTORS
CARL,328422413.8,11.63,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
NEWT,327870798.25,11.43,N/A,NATIONAL COMMERCIAL BANKS
PTLO,326572705.56,4.59,N/A,RETAIL-EATING PLACES
ACRS,326119169.39,2.88,N/A,PHARMACEUTICAL PREPARATIONS
ARTNA,325998513.45,31.42,N/A,WATER SUPPLY
CUB,325989736.87670004,10.63,N/A,BLANK CHECKS
CEPV,325847500.0,10.28,N/A,BLANK CHECKS
MVBF,325053347.21999997,25.46,N/A,STATE COMMERCIAL BANKS
NKLR,324790379.76,5.24,N/A,FABRICATED PLATE WORK (BOILER SHOPS)
SIMA,324760003.53,10.57,N/A,BLANK CHECKS
NFE,324390204.53999996,1.11,N/A,NATURAL GAS DISTRIBUTION
VOXR,323594699.76,4.68,N/A,
XRPN,323481600.0,10.22,N/A,BLANK CHECKS
CHAC,322812796.40999997,10.89,N/A,BLANK CHECKS
RWAY,322676950.40999997,9.04,N/A,
MLAC,322322000.0,10.41,N/A,BLANK CHECKS
FERA,321734003.42999995,10.255,N/A,BLANK CHECKS
PCAP,320918400.0,10.14,N/A,BLANK CHECKS
BCML,320394232.2,28.82,N/A,STATE COMMERCIAL BANKS
DENN,320323742.68,6.21,N/A,RETAIL-EATING PLACES
DRDB,319853336.81,10.4252,N/A,BLANK CHECKS
TVA,319500000.0,10.7,N/A,BLANK CHECKS
NGNE,319089880.0,20.16,N/A,PHARMACEUTICAL PREPARATIONS
TRON,318823096.0,1.36,N/A,FINANCE SERVICES
OBA,318780000.0,0.0,N/A,BLANK CHECKS
STRT,318666533.94,76.03,N/A,MOTOR VEHICLE PARTS & ACCESSORIES
AVXL,318079260.92,3.68,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
CAMP,318031351.42,6.0,N/A,PHARMACEUTICAL PREPARATIONS
PACH,317831250.0,0.0,N/A,BLANK CHECKS
SZZL,317669336.72,10.155,N/A,BLANK CHECKS
CRAQ,317644626.0,0.0,N/A,BLANK CHECKS
PROK,317061803.52000004,2.23,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
PMTR,316886140.0,10.26,N/A,BLANK CHECKS
SOPH,316845760.86,4.67,N/A,
USAU,316622927.01,18.48,N/A,METAL MINING
LRMR,316574393.52,3.47,N/A,PHARMACEUTICAL PREPARATIONS
VCIC,315920007.18,10.75,N/A,BLANK CHECKS
ACIU,315884000.0,3.36,N/A,
EVOX,315840000.0,9.87,N/A,BLANK CHECKS
LOCO,313328620.1,10.32,N/A,RETAIL-EATING PLACES
ALDF,313317564.86,10.495,N/A,BLANK CHECKS
RNGT,312640136.66,9.99,N/A,BLANK CHECKS
ALDX,311643164.14,4.67,N/A,PHARMACEUTICAL PREPARATIONS
SVAC,311266670.05,10.1,N/A,BLANK CHECKS
KELYA,310983252.8,8.64,N/A,SERVICES-HELP SUPPLY SERVICES
PLBC,310841920.65999997,43.95,N/A,SHORT-TERM BUSINESS CREDIT INSTITUTIONS
CADL,310175411.95000005,5.44,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
POLE,310150100.0,0.0,N/A,BLANK CHECKS
FSBW,309535080.54,40.85,N/A,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED"
LNKB,309402369.64,8.19,N/A,STATE COMMERCIAL BANKS
SVC,309278613.52000004,1.9,N/A,REAL ESTATE INVESTMENT TRUSTS
PCB,308745324.09999996,21.58,N/A,STATE COMMERCIAL BANKS
MCFT,308021170.18,18.9,N/A,SHIP & BOAT BUILDING & REPAIRING
ALLO,307880297.28000003,1.35,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
KELYB,307626047.23,0.0,N/A,SERVICES-HELP SUPPLY SERVICES
ALMU,306619507.71000004,17.8,N/A,SEMICONDUCTORS & RELATED DEVICES
ATII,306552400.0,10.35,N/A,BLANK CHECKS
LFCR,306474759.36,7.74,N/A,PHARMACEUTICAL PREPARATIONS
WSBF,305461992.90000004,16.46,N/A,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
FHTX,305376960.6,5.19,N/A,PHARMACEUTICAL PREPARATIONS
NECB,304866298.73,22.77,N/A,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED"
LPAA,304462500.0,10.6,N/A,BLANK CHECKS
NMRA,304189809.39,1.66,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
XRX,303454826.07,2.46,N/A,"COMPUTER PERIPHERAL EQUIPMENT, NEC"
VUZI,302878117.08,3.85,N/A,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT
LWAC,301652250.0,0.0,N/A,BLANK CHECKS
PKOH,301624094.58000004,20.79,N/A,METAL FORGINGS & STAMPINGS
LPBB,301587500.0,10.485,N/A,BLANK CHECKS
GUTS,301497768.0,2.25,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
BRR,300638112.12,3.55,N/A,FINANCE SERVICES
CBK,300605656.64,24.12,N/A,STATE COMMERCIAL BANKS
MENS,300309284.65000004,3.41,N/A,
